algo,lr,loss
cover:8:psi:0.1:nounif:ips,learning_rate:0.03,0.5485616363636363
epsilon:0.1:mtr,learning_rate:0.3,0.548577
cover:16:psi:0:nounif:ips,learning_rate:0.001,0.5488065454545453
bag:16:mtr,learning_rate:0.1,0.5490734545454545
cover:4:psi:0:nounif:ips,learning_rate:1.0,0.5494287272727273
epsilon:0:ips,learning_rate:1.0,0.5497378181818182
cover:8:psi:0:nounif:ips,learning_rate:1.0,0.5502469090909091
cover:4:psi:0:nounif:mtr,learning_rate:3.0,0.5514126363636365
epsilon:0.02:dr,learning_rate:1.0,0.5514470909090909
cover:1:nounif:mtr,learning_rate:1.0,0.5519037999999999
cover:4:psi:0:nounif:mtr,learning_rate:0.1,0.5519835454545454
epsilon:0.05:mtr,learning_rate:0.3,0.5521546363636364
epsilon:0.1:dr,learning_rate:1.0,0.5523059090909092
cover:8:psi:0.1:nounif:dr,learning_rate:1.0,0.5526804545454544
cover:8:psi:0:nounif:mtr,learning_rate:1.0,0.5530366363636363
cover:4:psi:0.1:nounif:dr,learning_rate:1.0,0.553472
cover:1:nounif:dr,learning_rate:0.03,0.553961
cover:16:psi:0:nounif:ips,learning_rate:1.0,0.554046909090909
cover:4:psi:0.01:nounif:mtr,learning_rate:1.0,0.554292181818182
cover:16:psi:0.01:nounif:ips,learning_rate:0.3,0.5545066363636363
cover:1:nounif:dr,learning_rate:0.3,0.5545749000000001
cover:1:mtr,learning_rate:10.0,0.55501
bag:2:greedify:ips,learning_rate:0.03,0.555131909090909
cover:16:psi:0.1:nounif:ips,learning_rate:0.03,0.5552256363636363
cover:16:psi:0:nounif:mtr,learning_rate:0.3,0.555336090909091
bag:2:mtr,learning_rate:0.3,0.5558116363636363
cover:1:mtr,learning_rate:1.0,0.5563084
cover:4:psi:0.01:nounif:ips,learning_rate:0.003,0.5567463636363637
cover:16:psi:0.1:dr,learning_rate:3.0,0.5576377272727272
cover:4:psi:0:nounif:mtr,learning_rate:10.0,0.558338
cover:4:psi:0:mtr,learning_rate:3.0,0.5585319090909091
